,lat,long,N
832,-22.9,-43.23,1
833,-20.25,-47.49,1
834,-20.33,-46.37,1
835,-16.56,-42.9,1
836,-5.59,-36.95,1
837,-22.3,-41.7,1
838,-20.42,-40.33,1
839,-19.71,-42.72,1
840,-3.85,-32.42,1
841,-23.52,-45.11,1
842,-22.44,-42.97,1
843,-22.89,-43.12,1
844,-23.5,-45.12,1
845,-9.38,-38.0,1
846,-21.85,-47.36,1
847,-22.46,-43.09,1
848,-18.13,-43.62,1
849,-28.2,-49.9,1
850,-2.81,-55.04,1
851,-22.91,-43.21,50
852,-23.59,-48.05,1
853,-23.55,-46.63,28
854,-8.75,-63.87,1
855,-10.33,-53.2,72
856,-34.61,-58.44,2
857,-25.43,-49.27,33
858,-22.47,-44.45,3
859,-22.88,-43.12,3
860,-29.46,-51.29,3
861,-22.02,-47.89,1
862,48.86,2.35,1
863,-9.38,-40.5,2
864,-25.54,-54.59,16
865,-9.98,-67.82,8
866,-23.35,-47.69,1
867,-20.32,-40.34,2
868,-19.91,-44.08,7
869,-25.24,-48.39,1
870,-23.43,-45.08,4
871,-3.73,-38.52,5
872,0.04,-51.06,6
873,-12.89,-38.31,1
874,-19.77,-43.85,3
875,-23.26,-47.3,1
876,-16.68,-49.25,8
877,-27.6,-48.55,5
878,8.0,-66.11,1
879,-16.07,-47.98,1
880,-3.91,-38.39,1
881,-12.98,-38.48,5
882,-8.18,-34.95,1
883,-9.43,-40.51,1
884,-21.63,-43.02,2
885,-7.9,-34.9,1
886,-22.42,-42.98,12
887,-18.85,-41.95,2
888,-1.45,-48.47,18
889,-25.87,-50.38,1
890,-9.02,-42.69,2
891,38.71,-9.14,1
892,-22.82,-43.03,1
893,-27.94,-53.41,1
894,2.82,-60.67,2
895,-10.92,-37.08,4
896,-27.82,-50.33,1
897,-9.65,-35.73,7
898,-20.54,-40.4,1
899,-28.02,-49.59,2
900,-16.82,-49.25,2
901,-14.86,-40.84,2
902,-16.73,-43.87,3
903,-22.91,-47.06,4
904,-8.86,-42.58,1
905,-3.85,-32.38,2
906,-3.13,-59.98,4
907,-27.15,-48.49,2
908,-23.51,-46.88,9
909,41.15,-8.61,2
910,37.02,-4.56,1
